2024_Promise,Forecast,Similarity_Score,Historical_Match,Historical_Year,ROUGE_1,ROUGE_2,ROUGE_L,BERTScore_P,BERTScore_R,BERTScore_F1
We will continue eliminating open landfills to manage all kinds of waste being produced in Bharat through ‘Waste to Wealth Mission’. Strengthening the Urban Land Record Systems,High Confidence: Partial,0.7238,"Sustainable Solid Waste Management in every village. Through the mission, we will ensure 100% disposal of liquid waste through emphasis on faecal sludge management and reuse of waste water in rural, peri urban and unsewered areas",2019,0.3492063492063492,0.06557377049180328,0.2222222222222222,0.79967374,0.8055308,0.80259156
We will undertake the creation of the Digital Urban Land Records System. Encouraging Modern Regulatory Framework,High Confidence: Partial,0.7647,Work Towards Digitizing Land Records,2019,0.2857142857142857,0.10526315789473685,0.2857142857142857,0.774135,0.84517515,0.80809677
"We will work with state governments and cities to encourage them to create a modern set of legislation, by-laws and urban planning processes using technology. Global Conference and Exhibition Hubs",Moderate Confidence: Partial,0.6188,We will put in place a mechanism that will ensure that the Central and state governments work in close coordination and synergy while giving clearances to mega projects.,2014,0.3050847457627119,0.07017543859649124,0.20338983050847456,0.78229564,0.79442525,0.78831375
"We will create big convention centres across cities and make Bharat into a global destination for conferences and exhibitions. Urban Governance Curriculum Promoting Affordable Housing To ensure all round development of cities, we will create a fresh curriculum to teach urban finance, urban",Low Confidence: Partial,0.5724,Set up neighbourhood Children's/ Youth Parliament across India that leads to vibrant student committees leading to development,2014,0.13114754098360654,0.0,0.09836065573770493,0.74212265,0.75901914,0.7504758
"We will strengthen the RERA act which has helped make the real estate sector in Bharat more infrastructure, urban environmental protection, urban water management, urban transport and more. transparent and citizen friendly than ever before. Further, we will facilitate home ownership for middle-income families through comprehensive measures including cost reduction in construction and registration, regulatory reforms like enabling automatic approvals for standard housing designs and promoting mixed-use housing. New Satellite Townships",Moderate Confidence: Highly Likely,0.6044,"A full-fledged programme for 'Rural Rejuvenation' will be made and implemented which will comprise of integrated strategies for personal, economic and social well-being of the villagers. Through the idea of Rurban, we will bring urban amenities to our rural areas, while retaining the soul of the village. Major thrust area for rural development would be to improve village level infrastructure in terms of roads, potable water, education, health, supply chain, electricity, broadband, job creation, security in rural areas and linkage to markets.",2014,0.2165605095541401,0.012903225806451613,0.10191082802547771,0.7807424,0.78174055,0.7812411
We will encourage the creation of new satellite townships near metro cities across India through a,Low Confidence: Highly Likely,0.5345,Harness our advanced satellite technology and expertise for development.,2014,0.08,0.0,0.08,0.70343935,0.74365467,0.7229882
combination of reforms and policy initiatives. We will encourage mixed use and transit oriented development through the same. Expanding Piped Natural Gas Connections,Low Confidence: Partial,0.5918,"Take Steps to increase the domestic coal exploration and production, to bridge the demand and supply gap. Oil and gas explorations would also be expedited in the country. This will also help to reduce the import bill.",2014,0.16666666666666666,0.0,0.1,0.78330314,0.7808923,0.78209585
We have provided piped gas connections to around 1.1 crore households nationwide. We will further expand this programme to all major cities and towns. Ensuring Ease of Mobility,Moderate Confidence: Partial,0.6505,Ensure LPG gas cylinder connection to all poor rural households,2019,0.3076923076923077,0.10810810810810811,0.20512820512820515,0.75256914,0.8597717,0.8026065
We will create unified metropolitan transport systems that integrate multi-modal transport facilities,High Confidence: Highly Likely,0.7495,Efficient public transport systems.,2014,0.23529411764705882,0.13333333333333333,0.23529411764705882,0.7679396,0.828026,0.7968517
and reduce commute time in cities. We will implement AI technologies for traffic management and transport efficiency.,Moderate Confidence: Partial,0.6905,"Create a public transport system, which can reduce the dependence on personal vehicles for transport, thereby, reducing cost, time to travel as well as ecological cost.",2014,0.186046511627907,0.0,0.13953488372093026,0.7914839,0.7780882,0.7847288
51 51,Indeterminate,0.395,Poshan Abhiyaan.,2019,0.0,0.0,0.0,0.58004594,0.53273165,0.5553829
"We will expedite the construction of the Yuge Yugeen Bharat National Museum, featuring millenia of Bharatiya history and work towards making it one of the most liked museums in the world. Developing Legal Standards For Cultural IP Protection",Low Confidence: Highly Likely,0.5964,"Deploy IT to protect India's priceless cultural and artistic heritage, which includes digitization of all archives and museology.",2014,0.17543859649122803,0.0,0.07017543859649122,0.73935175,0.78753716,0.76268417
We will collaborate with domestic and international organizations like WIPO & UNESCO to develop harmonised legal standards for cultural IP protection. Translating Bharatiya Literary Works into Foreign Languages,Low Confidence: Partial,0.5622,"Languages: Indian Languages are repositories of our rich literature, history, culture, art and scientific achievements. Many of our dialects are important source for knowing our heritage. BJP would promote Indian languages, and put measures for the development of all Indian languages, so that they become a powerful vehicle for creating a knowledge society.",2014,0.125,0.0,0.075,0.7352001,0.7433967,0.7392757
We will support the translation and adaptation of ancient Bhartiya literary works into foreign languages. International Conclave on Bharatiya Knowledge Traditions,Moderate Confidence: Partial,0.6854,"Languages: Indian Languages are repositories of our rich literature, history, culture, art and scientific achievements. Many of our dialects are important source for knowing our heritage. BJP would promote Indian languages, and put measures for the development of all Indian languages, so that they become a powerful vehicle for creating a knowledge society.",2014,0.13513513513513511,0.0,0.10810810810810811,0.7724371,0.7603015,0.76632124
We will organise a Triennial International Conclave on Bharatiya Knowledge Traditions. Developing ASI Monuments,Low Confidence: Highly Likely,0.5317,"Indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation",2014,0.27027027027027023,0.0,0.16216216216216214,0.738826,0.74571556,0.7422548
"We will restore and preserve culturally important Archaeological Survey of India Monuments, re-igniting MODI KI our rich heritage for the 21st century. Strengthen Swadesh Darshan Programme GUARANTEE FOR We have launched a Swadesh Darshan programme for comprehensive development of tourist",Moderate Confidence: Highly Likely,0.6291,"Heritage Sites: We will provide appropriate resources for the maintenance and restoration of all national heritage sites, and to prevent their vandalisation in any form. The digitization of archives and archeological and museological records would be initiated. A National Mission for beautifying and improving the infrastructure and amenities at pilgrimage centres of all faiths will be launched.",2014,0.24489795918367344,0.041666666666666664,0.18367346938775508,0.7569056,0.7851745,0.77078086
"destinations. We will work with state governments to implement and further strengthen this VIRASAT BHI,",Moderate Confidence: Partial,0.6167,"Government will play the role of an enabler and a facilitator to the rapid progress of the states; planning along regional aspirations, strengths and potentials, evolving appropriate strategies for various zones of the country - hilly regions, plains, desert and coastal areas.",2014,0.17857142857142858,0.0,0.10714285714285712,0.7209158,0.71766275,0.71928555
"programme. We will include destinations and circuits covering the life and travels of important saints and philosophers. VIKAS BHI Developing Thematic Circuits for promoting cultural experience For Border Villages to experience their lifestyle and culture Sustainable ecotourism in select under-explored regions spread across Bharat. Riverine Tourism along all major river ecosystems of Bharat. Island tourism hubs in Lakshadweep and Andaman and Nicobar Islands. Our vision of Virasat bhi, Vikas bhi is to shape a future where our traditions inspire and Adventure Tourism in the North East and other Hill States. unite people across the world. Promoting ‘Wed In India’",Moderate Confidence: Highly Likely,0.6169,"Initiate a mission mode project to create 50 tourist circuits that are affordable and built around themes like: a.) Archaeological and Heritage, b.) Cultural and Spiritual, c.) Himalayan, d.) Desert, e.) Coastal, f.) Medical (Ayurveda and Modern Medicine), etc.",2014,0.11510791366906474,0.0,0.08633093525179857,0.73064995,0.7160616,0.7232822
"Developing Our Religious and Cultural Sites We will promote select destinations across Bharat as preferred venues to showcase the richness of Bharatiya weddings, highlighting the vibrant traditions, and supporting cultural exchanges.",Low Confidence: Highly Likely,0.5597,"Heritage Sites: We will provide appropriate resources for the maintenance and restoration of all national heritage sites, and to prevent their vandalisation in any form. The digitization of archives and archeological and museological records would be initiated. A National Mission for beautifying and improving the infrastructure and amenities at pilgrimage centres of all faiths will be launched.",2014,0.20454545454545456,0.046511627906976744,0.1818181818181818,0.79318225,0.78013074,0.7866024
"We will undertake significant new projects to develop religious and tourist sites inspired by the Kashi Vishwanath corridor model, across the length and breadth of our country. Holistic Development of Ayodhya As millions of devotees from around the world visit Shri Ram Lalla in Ayodhya, we are committed to the holistic development of the city. Continue the Preservation and Study of Bharatiya Manuscripts",Moderate Confidence: Partial,0.6614,To explore all possibilities within the framework of the constitution to facilitate the construction of the Ram Temple in Ayodhya.,2014,0.2650602409638554,0.04938271604938271,0.19277108433734938,0.7573452,0.8267402,0.79052263
We will continue to digitise all Bharatiya manuscripts and epigraphs in mission mode. We will establish a dedicated scholarship programme to research ancient Bharatiya manuscripts and epigraphs. Establishing Bharatiya Sanskriti Kosh,Low Confidence: Highly Likely,0.5382,"Deploy IT to protect India's priceless cultural and artistic heritage, which includes digitization of all archives and museology.",2014,0.15999999999999998,0.0,0.12000000000000001,0.7707771,0.7997928,0.7850169
"We will establish the Bharatiya Sanskriti Kosh to ensure the preservation and protection of ancient Bharatiya civilization, classical languages, culture, and traditions through the extensive use of technology.",Low Confidence: Partial,0.5812,BJP is committed to the preservation of the rich culture and heritage of India's minority communities; alongside their social and economic empowerment. Curate their rich heritage and culture - maintenance and restoration of heritage sites; digitization of archives; preservation and promotion of Urdu.,2014,0.25352112676056343,0.08695652173913043,0.22535211267605632,0.7978996,0.79078877,0.7943283
52 52,Indeterminate,0.3912,Poshan Abhiyaan.,2019,0.0,0.0,0.0,0.592234,0.53807163,0.5638551
"We will expedite the construction of the Yuge Yugeen Bharat National Museum, featuring millenia of Bharatiya history and work towards making it one of the most liked museums in the world. Developing Legal Standards For Cultural IP Protection",Low Confidence: Highly Likely,0.5964,"Deploy IT to protect India's priceless cultural and artistic heritage, which includes digitization of all archives and museology.",2014,0.17543859649122803,0.0,0.07017543859649122,0.73935175,0.78753716,0.76268417
We will collaborate with domestic and international organizations like WIPO & UNESCO to develop harmonised legal standards for cultural IP protection. Translating Bharatiya Literary Works into Foreign Languages,Low Confidence: Partial,0.5622,"Languages: Indian Languages are repositories of our rich literature, history, culture, art and scientific achievements. Many of our dialects are important source for knowing our heritage. BJP would promote Indian languages, and put measures for the development of all Indian languages, so that they become a powerful vehicle for creating a knowledge society.",2014,0.125,0.0,0.075,0.7352001,0.7433967,0.7392757
We will support the translation and adaptation of ancient Bhartiya literary works into foreign languages. International Conclave on Bharatiya Knowledge Traditions,Moderate Confidence: Partial,0.6854,"Languages: Indian Languages are repositories of our rich literature, history, culture, art and scientific achievements. Many of our dialects are important source for knowing our heritage. BJP would promote Indian languages, and put measures for the development of all Indian languages, so that they become a powerful vehicle for creating a knowledge society.",2014,0.13513513513513511,0.0,0.10810810810810811,0.7724371,0.7603015,0.76632124
We will organise a Triennial International Conclave on Bharatiya Knowledge Traditions. Developing ASI Monuments,Low Confidence: Highly Likely,0.5317,"Indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation",2014,0.27027027027027023,0.0,0.16216216216216214,0.738826,0.74571556,0.7422548
"We will restore and preserve culturally important Archaeological Survey of India Monuments, re-igniting our rich heritage for the 21st century. Strengthen Swadesh Darshan Programme We have launched a Swadesh Darshan programme for comprehensive development of tourist",Moderate Confidence: Highly Likely,0.6347,"Heritage Sites: We will provide appropriate resources for the maintenance and restoration of all national heritage sites, and to prevent their vandalisation in any form. The digitization of archives and archeological and museological records would be initiated. A National Mission for beautifying and improving the infrastructure and amenities at pilgrimage centres of all faiths will be launched.",2014,0.25531914893617025,0.043478260869565216,0.19148936170212766,0.7698533,0.7897583,0.7796788
destinations. We will work with state governments to implement and further strengthen this,Moderate Confidence: Partial,0.6938,"Government will play the role of an enabler and a facilitator to the rapid progress of the states; planning along regional aspirations, strengths and potentials, evolving appropriate strategies for various zones of the country - hilly regions, plains, desert and coastal areas.",2014,0.18518518518518517,0.0,0.1111111111111111,0.7675888,0.7216552,0.74391365
programme. We will include destinations and circuits covering the life and travels of important saints and philosophers. Developing Thematic Circuits for promoting cultural experience For Border Villages to experience their lifestyle and culture Sustainable ecotourism in select under-explored regions spread across Bharat. Riverine Tourism along all major river ecosystems of Bharat. Island tourism hubs in Lakshadweep and Andaman and Nicobar Islands. Adventure Tourism in the North East and other Hill States. Promoting ‘Wed In India’,Moderate Confidence: Highly Likely,0.6352,"Initiate a mission mode project to create 50 tourist circuits that are affordable and built around themes like: a.) Archaeological and Heritage, b.) Cultural and Spiritual, c.) Himalayan, d.) Desert, e.) Coastal, f.) Medical (Ayurveda and Modern Medicine), etc.",2014,0.12173913043478261,0.0,0.10434782608695652,0.7442197,0.71289366,0.72822
"Developing Our Religious and Cultural Sites We will promote select destinations across Bharat as preferred venues to showcase the richness of Bharatiya weddings, highlighting the vibrant traditions, and supporting cultural exchanges.",Low Confidence: Highly Likely,0.5597,"Heritage Sites: We will provide appropriate resources for the maintenance and restoration of all national heritage sites, and to prevent their vandalisation in any form. The digitization of archives and archeological and museological records would be initiated. A National Mission for beautifying and improving the infrastructure and amenities at pilgrimage centres of all faiths will be launched.",2014,0.20454545454545456,0.046511627906976744,0.1818181818181818,0.79318225,0.78013074,0.7866024
"We will undertake significant new projects to develop religious and tourist sites inspired by the Kashi Vishwanath corridor model, across the length and breadth of our country. Holistic Development of Ayodhya As millions of devotees from around the world visit Shri Ram Lalla in Ayodhya, we are committed to the holistic development of the city. Continue the Preservation and Study of Bharatiya Manuscripts",Moderate Confidence: Partial,0.6614,To explore all possibilities within the framework of the constitution to facilitate the construction of the Ram Temple in Ayodhya.,2014,0.2650602409638554,0.04938271604938271,0.19277108433734938,0.7573452,0.8267402,0.79052263
We will continue to digitise all Bharatiya manuscripts and epigraphs in mission mode. We will establish a dedicated scholarship programme to research ancient Bharatiya manuscripts and epigraphs. Establishing Bharatiya Sanskriti Kosh,Low Confidence: Highly Likely,0.5382,"Deploy IT to protect India's priceless cultural and artistic heritage, which includes digitization of all archives and museology.",2014,0.15999999999999998,0.0,0.12000000000000001,0.7707771,0.7997928,0.7850169
"We will establish the Bharatiya Sanskriti Kosh to ensure the preservation and protection of ancient Bharatiya civilization, classical languages, culture, and traditions through the extensive use of technology.",Low Confidence: Partial,0.5812,BJP is committed to the preservation of the rich culture and heritage of India's minority communities; alongside their social and economic empowerment. Curate their rich heritage and culture - maintenance and restoration of heritage sites; digitization of archives; preservation and promotion of Urdu.,2014,0.25352112676056343,0.08695652173913043,0.22535211267605632,0.7978996,0.79078877,0.7943283
53 53,Indeterminate,0.391,Poshan Abhiyaan.,2019,0.0,0.0,0.0,0.5805705,0.5396077,0.5593401
We will take further steps to facilitate fiscal autonomy and sustainability of Panchayati Raj Institutions. Accelerating e-Courts on Mission Mode,Low Confidence: Partial,0.5395,Ensure fiscal autonomy of States while urging financial discipline.,2014,0.2,0.07142857142857144,0.2,0.7583755,0.8378797,0.7961477
Formulating a National Litigation Policy We will accelerate the e-Courts Mission Mode Project to complete the digitisation of entire court records and for easy access to court proceedings online.,Moderate Confidence: Partial,0.6564,Achieve complete digitisation and modernisation of courts,2019,0.2702702702702703,0.0,0.21621621621621623,0.78022027,0.8624415,0.81927305
"We will formulate a National Litigation Policy to expedite the resolution of all matters in courts, lower the cost of contested court proceedings, and decrease the number of cases in which the government is Expedite the Resolution of Old Cases a party and the consequent load on the courts.",High Confidence: Partial,0.8314,"Implement the National Litigation Policy in letter and spirit to reduce average pendency time of cases. Review and reduce significantly the number of cases, in which the Government is a litigant in the next five years.",2014,0.49411764705882355,0.24096385542168672,0.39999999999999997,0.8418609,0.8390892,0.84047276
We will establish fast track courts for quick disposal of pendency in identified areas. Initiating Reforms in the Civil Procedures Creation of Ecosystem for Alternate Dispute Resolution,Moderate Confidence: Partial,0.6826,"Accord high priority to judicial reforms to address the issue of appointment of judges, filling the vacancies Opening new courts, setting up a mechanism for speedy clearance of the backlog of cases at various levels in the judiciary.",2014,0.2153846153846154,0.031746031746031744,0.15384615384615383,0.8205807,0.806481,0.81346977
"We will completely overhaul the commercial and civil justice systems, on the lines of criminal justice",Moderate Confidence: Highly Likely,0.678,"Reform the criminal justice system to make dispensation of justice simpler, quicker and more effective and after examining the recommendations of the earlier reports on this subject.",2014,0.4186046511627907,0.0975609756097561,0.2325581395348837,0.798257,0.75766104,0.7774294
"We will work towards further improving the legal framework to promote arbitration and mediation reforms. This revamp will aim to streamline procedures, enhance the efficiency of legal processes and ecosystem. ensure timely justice, fostering a more business-friendly and citizen-centric legal environment. Improving Delivery of Public Services",Moderate Confidence: Highly Likely,0.6904,"Reform the criminal justice system to make dispensation of justice simpler, quicker and more effective and after examining the recommendations of the earlier reports on this subject.",2014,0.2933333333333333,0.0,0.18666666666666668,0.76998806,0.77832997,0.77413654
We will improve public services delivery through CSCs and Post Offices using technology. We will use,Low Confidence: Highly Likely,0.5205,Use technology to reduce Transmission and distribution losses.,2014,0.25,0.09090909090909091,0.16666666666666666,0.7543491,0.785023,0.76938045
Bhashini to provide services in multiple Indian languages. We will increase participation of citizens in policy making through platforms like MyGov. MODI KI Strengthen Statistical Institutions,High Confidence: Highly Likely,0.7069,Promote e-Bhasha - National Mission for the promotion of IT in Indian Languages.,2014,0.20512820512820515,0.05405405405405406,0.15384615384615388,0.76435673,0.7963788,0.7800393
"We will further strengthen the capacity of statistical institutions to give an impetus to data driven policy GUARANTEE FOR making. GOOD GOVERNANCE Making One Nation, One Election a Reality We have set up a High Powered Committee to examine the issues of conducting simultaneous elections and will work towards the implementation of the recommendations of the Committee. ‘Reform, Perform, Transform’ is our mantra for Good Governance. We have used a mix of Introducing Common Electoral Roll policies, technology, and simpler processes to ensure good governance in the last ten years.",Low Confidence: Partial,0.5107,We will formulate a ‘National Policy for Reskilling and Upskilling’ to evolve a flexible and industry responsive workforce which is capable of accessing new opportunities and to insulate it from technological shocks,2019,0.2295081967213115,0.016666666666666666,0.1639344262295082,0.75952053,0.79137206,0.7751192
"These initiatives have made the governance more efficient and have reduced corruption at all We will make provisions for a common Electoral Roll for all levels of elections. levels of governance from the top to everyday transactions carried out by citizens. Our Vision for good governance is to further simplify the processes, procedures, rules and regulations in such a way that we are able to take the government out of the everyday lives of normal",Moderate Confidence: Partial,0.6175,Hallmarks of our Governance model would be:,2014,0.07317073170731708,0.0,0.07317073170731708,0.709465,0.7757095,0.74110985
citizens. We will undertake more institutional reforms and simplify processes using Capacity Building for All Central Government Employees technology to ensure that citizen-government interaction is significantly improved.,Low Confidence: Highly Likely,0.5961,Administrative reforms will be a priority for the BJP. ---The administration and its members will be made truly accountable to their tasks as well as the people through rigorous evaluation process.. ---,2014,0.20338983050847456,0.0,0.10169491525423728,0.78120667,0.74032825,0.7602183
"We will expand the Karmyogi Scheme to cover all Central Government employees, promoting a Institutional Reforms responsive, highly competent and tech-savvy workforce for efficient and inclusive governance. Combating Corruption Modernising Police Forces In contrast with the previous government, we have given transparent and accountable governance to",Low Confidence: Partial,0.5618,We will expand the Pradhan Mantri Shram Yogi Maandhan scheme,2019,0.17543859649122806,0.10909090909090909,0.17543859649122806,0.7181867,0.79922813,0.7565433
"We will assist states in transforming the police into a tech-savvy, tech-trained and tech-equipped force",High Confidence: Partial,0.8064,"We will work with the states to empower Police with the authority, independence and resources. Facilitate training and capacity building of Police forces Modernize the police force, equipping them with the latest technology. Initiate the networking of police stations across the country for intelligence sharing and crime control. Develop specialized expertise in investigation; through continuous training, especially in evolving competencies. Strengthen Investigations, making them Swift, Transparent, Fair, Clear and Decisive - acting as an inescapable deterrent to wrong- doers and a protective shield to the innocent. Overhaul our intelligence set up, with special focus on coordination and integration of human and technological intel - comprehensively gearing it towards collecting real time, specific and actionable inputs.",2014,0.1679389312977099,0.046511627906976744,0.10687022900763359,0.80674165,0.74324006,0.77369004
"our citizens. We will continue our fight against corruption through strict implementation of laws and use through the Police Modernization Scheme. of technology. Bringing Uniform Civil Code Article 44 of the Constitution lists Uniform Civil Code as one of the Directive Principles of State Policy. BJP believes that there cannot be gender equality till such time Bharat adopts a Uniform Civil Code, which protects the rights of all women, and the BJP reiterates its stand to draw a Uniform Civil Code, drawing upon the best traditions and harmonising them with the modern times. 54",High Confidence: Partial,0.8628,"Article 44 of the constitution of India lists Uniform Civil Code as one of the Directive Principles of state policy. BJP believes that there cannot be gender equality till such time India adopts a Uniform Civil Code, which protects the rights of all women, and the BJP reiterates its stand to draft a Uniform Civil Code, drawing upon the best traditions and harmonizing them with the modern times.",2014,0.7901234567901235,0.725,0.7777777777777778,0.9036873,0.96899456,0.9352021
We will take further steps to facilitate fiscal autonomy and sustainability of Panchayati Raj Institutions. Accelerating e-Courts on Mission Mode,Low Confidence: Partial,0.5395,Ensure fiscal autonomy of States while urging financial discipline.,2014,0.2,0.07142857142857144,0.2,0.7583755,0.8378797,0.7961477
We will take further steps to facilitate fiscal autonomy and sustainability of Panchayati Raj Institutions. Accelerating e-Courts on Mission Mode,Low Confidence: Partial,0.5395,Ensure fiscal autonomy of States while urging financial discipline.,2014,0.2,0.07142857142857144,0.2,0.7583755,0.8378797,0.7961477
Formulating a National Litigation Policy We will accelerate the e-Courts Mission Mode Project to complete the digitisation of entire court records,High Confidence: Partial,0.7401,Achieve complete digitisation and modernisation of courts,2019,0.27586206896551724,0.0,0.27586206896551724,0.77594256,0.8576682,0.81476116
Formulating a National Litigation Policy We will accelerate the e-Courts Mission Mode Project to complete the digitisation of entire court records and for easy access to court proceedings online.,Moderate Confidence: Partial,0.6564,Achieve complete digitisation and modernisation of courts,2019,0.2702702702702703,0.0,0.21621621621621623,0.78022027,0.8624415,0.81927305
"We will formulate a National Litigation Policy to expedite the resolution of all matters in courts, lower and for easy access to court proceedings online.",High Confidence: Partial,0.72,"Implement the National Litigation Policy in letter and spirit to reduce average pendency time of cases. Review and reduce significantly the number of cases, in which the Government is a litigant in the next five years.",2014,0.29508196721311475,0.06779661016949153,0.22950819672131148,0.8121207,0.7757992,0.79354453
"We will formulate a National Litigation Policy to expedite the resolution of all matters in courts, lower the cost of contested court proceedings, and decrease the number of cases in which the government is Expedite the Resolution of Old Cases the cost of contested court proceedings, and decrease the number of cases in which the government is Expedite the Resolution of Old Cases a party and the consequent load on the courts. a party and the consequent load on the courts.",High Confidence: Partial,0.8298,"Implement the National Litigation Policy in letter and spirit to reduce average pendency time of cases. Review and reduce significantly the number of cases, in which the Government is a litigant in the next five years.",2014,0.37606837606837606,0.19130434782608696,0.32478632478632474,0.8061095,0.819659,0.8128278
We will establish fast track courts for quick disposal of pendency in identified areas.,Low Confidence: Highly Likely,0.5608,Create courts specially equipped to deal with IPR cases.,2014,0.08695652173913043,0.0,0.08695652173913043,0.77317196,0.7878826,0.780458
We will establish fast track courts for quick disposal of pendency in identified areas. Initiating Reforms in the Civil Procedures Initiating Reforms in the Civil Procedures Creation of Ecosystem for Alternate Dispute Resolution Creation of Ecosystem for Alternate Dispute Resolution,Moderate Confidence: Partial,0.6721,"Accord high priority to judicial reforms to address the issue of appointment of judges, filling the vacancies Opening new courts, setting up a mechanism for speedy clearance of the backlog of cases at various levels in the judiciary.",2014,0.23076923076923078,0.02631578947368421,0.15384615384615385,0.7819009,0.7982956,0.7900132
"We will completely overhaul the commercial and civil justice systems, on the lines of criminal justice",Moderate Confidence: Highly Likely,0.678,"Reform the criminal justice system to make dispensation of justice simpler, quicker and more effective and after examining the recommendations of the earlier reports on this subject.",2014,0.4186046511627907,0.0975609756097561,0.2325581395348837,0.798257,0.75766104,0.7774294
"We will completely overhaul the commercial and civil justice systems, on the lines of criminal justice",Moderate Confidence: Highly Likely,0.678,"Reform the criminal justice system to make dispensation of justice simpler, quicker and more effective and after examining the recommendations of the earlier reports on this subject.",2014,0.4186046511627907,0.0975609756097561,0.2325581395348837,0.798257,0.75766104,0.7774294
We will work towards further improving the legal framework to promote arbitration and mediation,Moderate Confidence: Partial,0.6199,"Expand alternative dispute redressal mechanisms through Lok Adalats and Tribunals. Give special emphasis to the development of Alternate Dispute Resolution mechanisms – like LokAdalats, Arbitration and Conciliation centres",2014,0.1951219512195122,0.05128205128205129,0.14634146341463417,0.7971018,0.7600232,0.778121
"reforms. This revamp will aim to streamline procedures, enhance the efficiency of legal processes and We will work towards further improving the legal framework to promote arbitration and mediation reforms. This revamp will aim to streamline procedures, enhance the efficiency of legal processes and ecosystem. ensure timely justice, fostering a more business-friendly and citizen-centric legal environment. ecosystem. ensure timely justice, fostering a more business-friendly and citizen-centric legal environment. Improving Delivery of Public Services Improving Delivery of Public Services",Moderate Confidence: Highly Likely,0.6984,"Reform the criminal justice system to make dispensation of justice simpler, quicker and more effective and after examining the recommendations of the earlier reports on this subject.",2014,0.23853211009174316,0.0,0.1651376146788991,0.7284803,0.7625292,0.74511594
We will improve public services delivery through CSCs and Post Offices using technology. We will use,Low Confidence: Highly Likely,0.5205,Use technology to reduce Transmission and distribution losses.,2014,0.25,0.09090909090909091,0.16666666666666666,0.7543491,0.785023,0.76938045
We will improve public services delivery through CSCs and Post Offices using technology. We will use,Low Confidence: Highly Likely,0.5205,Use technology to reduce Transmission and distribution losses.,2014,0.25,0.09090909090909091,0.16666666666666666,0.7543491,0.785023,0.76938045
Bhashini to provide services in multiple Indian languages. We will increase participation of citizens in,High Confidence: Highly Likely,0.772,Promote e-Bhasha - National Mission for the promotion of IT in Indian Languages.,2014,0.28571428571428575,0.07692307692307691,0.21428571428571427,0.80512947,0.7979952,0.80154645
Bhashini to provide services in multiple Indian languages. We will increase participation of citizens in policy making through platforms like MyGov. policy making through platforms like MyGov. MODI KI Strengthen Statistical Institutions Strengthen Statistical Institutions,Moderate Confidence: Highly Likely,0.6537,Promote e-Bhasha - National Mission for the promotion of IT in Indian Languages.,2014,0.16666666666666666,0.04347826086956522,0.12500000000000003,0.73479146,0.79351777,0.76302636
We will further strengthen the capacity of statistical institutions to give an impetus to data driven policy,Low Confidence: Highly Likely,0.5458,Set an institute of Big data and Analytics for studying the impact of big data across sectors,2014,0.29411764705882354,0.0,0.17647058823529413,0.775742,0.7885882,0.78211236
"GUARANTEE FOR We will further strengthen the capacity of statistical institutions to give an impetus to data driven policy making. making. GOOD GOVERNANCE Electoral Reforms Making One Nation, One Election a Reality Making One Nation, One Election a Reality We have set up a High Powered Committee to examine the issues of conducting simultaneous elections We have set up a High Powered Committee to examine the issues of conducting simultaneous elections and will work towards the implementation of the recommendations of the Committee. and will work towards the implementation of the recommendations of the Committee. ‘Reform, Perform, Transform’ is our mantra for Good Governance. We have used a mix of Introducing Common Electoral Roll Introducing Common Electoral Roll policies, technology, and simpler processes to ensure good governance in the last ten years.",Low Confidence: Partial,0.5262,"BJP is committed to initiate electoral reforms that will enable to eradicate corruption, eliminate criminals and it also commits to hold wider consultations with all the stakeholders for holding simulataneous elections of Parliament and State assemblies. BJP will also work with political parties and the EC make expenditure limits more realistic.",2014,0.19672131147540983,0.011049723756906079,0.14207650273224043,0.7353405,0.7664155,0.75055647
"These initiatives have made the governance more efficient and have reduced corruption at all We will mak W e e p w ro il v l i m sio a n ke s f p o r r o v a i s c i o o m ns m f o o n r a E l c e o c m to m ra o l n R o E l l l e f c o t r o a ra ll l l R ev o e ll l f s o o r f a e ll l e le c v t e io ls n s o . f elections. levels of governance from the top to everyday transactions carried out by citizens. Our Vision for good governance is to further simplify the processes, procedures, rules and regulations in such a way that we are able to take the government out of the everyday lives of normal Employees and Police Personnel Welfare",Low Confidence: Partial,0.6,Mandate digitization of all government work to reduce corruption and delays.,2014,0.0782122905027933,0.011299435028248588,0.04469273743016759,0.6124034,0.7926905,0.6909807
citizens. We will undertake more institutional reforms and simplify processes using Capacity Building for All Central Government Employees technology to ensure that citizen-government interaction is significantly improved. Capacity Building for All Central Government Employees,Low Confidence: Highly Likely,0.5707,Administrative reforms will be a priority for the BJP. ---The administration and its members will be made truly accountable to their tasks as well as the people through rigorous evaluation process.. ---,2014,0.1818181818181818,0.0,0.0909090909090909,0.7539287,0.7316224,0.74260813
"We will expand the Karmyogi Scheme to cover all Central Government employees, promoting a",Moderate Confidence: Partial,0.6015,We will expand the Pradhan Mantri Shram Yogi Maandhan scheme,2019,0.41666666666666663,0.27272727272727276,0.41666666666666663,0.8076931,0.81081367,0.8092504
