"original_text","review_text","label","score"
"We will focus on the following: (cid:1) ensuring food, agricultural, nutritional and environmental, wealth, health and energy security of the people on a sustainable basis, using science and technology. (cid:1) mounting a direct and sustained effort on the alleviation of poverty, enhancing livelihood security, removal of hunger and malnutrition, reduction of drudgery and regional imbalances, both rural and urban, and generation of employment, by using scientific and technological capabilities along with our traditional knowledge pool. (cid:1) encouraging research and innovation in areas of relevance for the economy and society, particularly by promoting close and productive interaction between private and public institutions. Sectors such as agriculture (particularly soil, water management, human and animal nutrition and fisheries), water, health, education, industry, energy including renewable energy, communication and transportation would be accorded highest priority. Leveraging of technologies such as information technology, biotechnology and material sciences would be done with special importance. (cid:1) encouraging research and application to meet the challenges of climate change and for forecasting, prevention and mitigation of natural hazards, particularly floods, cyclones, earthquakes, drought and landslides. (cid:1) promoting international science and technology cooperation towards achieving the goals of national development and security, and making it a key element of our international relations. (cid:1) devise schemes, programs and opportunities to encourage the youth to take scientific research and innovation as a career. (cid:1) provide work environment and professional opportunities in fundamental scientific research, to make research careers more appealing, so that the nation can harness the best of brains for scientific research leading to enhancing the national productivity and competitiveness and reverse brain drain. (cid:1) build world class, regional centres of excellence of scientific research in the field of nanotechnology, material sciences, thorium technology and brain research. (cid:1) create an ecosystem for multi-country and inter-disciplinary collaborative research, and establish an Intellectual Property Rights Regime which maximizes the incentive for generation and protection of intellectual property for all type of inventors. (cid:1) achieving synergy between industry and scientific research. Autonomous technology transfer organizations will be created as associate organizations of universities and national laboratories to transfer the know-how generated by them to industry. Industry will be encouraged to adopt or support educational and research institutions to help direct science and technology endeavours towards tangible industrial goals. (cid:1) promotion of innovation by creating a comprehensive national system of innovation. (cid:1) indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation (cid:1) to promote science popularization schemes extensively. (cid:1) bring the changes in secondary education to focus on application of science. (cid:1) set an institute of Big data and Analytics for studying the impact of big data across sectors for 35","Encouraging research and application to meet the challenges of climate change and for forecasting, prevention and mitigation of natural hazards, particularly floods, cyclones, earthquakes, drought and landslides. Promoting international science and technology cooperation towards achieving the goals of national development and security, and making it a key element of our international relations.","2","100"
"We will focus on the following: (cid:1) ensuring food, agricultural, nutritional and environmental, wealth, health and energy security of the people on a sustainable basis, using science and technology. (cid:1) mounting a direct and sustained effort on the alleviation of poverty, enhancing livelihood security, removal of hunger and malnutrition, reduction of drudgery and regional imbalances, both rural and urban, and generation of employment, by using scientific and technological capabilities along with our traditional knowledge pool. (cid:1) encouraging research and innovation in areas of relevance for the economy and society, particularly by promoting close and productive interaction between private and public institutions. Sectors such as agriculture (particularly soil, water management, human and animal nutrition and fisheries), water, health, education, industry, energy including renewable energy, communication and transportation would be accorded highest priority. Leveraging of technologies such as information technology, biotechnology and material sciences would be done with special importance. (cid:1) encouraging research and application to meet the challenges of climate change and for forecasting, prevention and mitigation of natural hazards, particularly floods, cyclones, earthquakes, drought and landslides. (cid:1) promoting international science and technology cooperation towards achieving the goals of national development and security, and making it a key element of our international relations. (cid:1) devise schemes, programs and opportunities to encourage the youth to take scientific research and innovation as a career. (cid:1) provide work environment and professional opportunities in fundamental scientific research, to make research careers more appealing, so that the nation can harness the best of brains for scientific research leading to enhancing the national productivity and competitiveness and reverse brain drain. (cid:1) build world class, regional centres of excellence of scientific research in the field of nanotechnology, material sciences, thorium technology and brain research. (cid:1) create an ecosystem for multi-country and inter-disciplinary collaborative research, and establish an Intellectual Property Rights Regime which maximizes the incentive for generation and protection of intellectual property for all type of inventors. (cid:1) achieving synergy between industry and scientific research. Autonomous technology transfer organizations will be created as associate organizations of universities and national laboratories to transfer the know-how generated by them to industry. Industry will be encouraged to adopt or support educational and research institutions to help direct science and technology endeavours towards tangible industrial goals. (cid:1) promotion of innovation by creating a comprehensive national system of innovation. (cid:1) indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation (cid:1) to promote science popularization schemes extensively. (cid:1) bring the changes in secondary education to focus on application of science. (cid:1) set an institute of Big data and Analytics for studying the impact of big data across sectors for 35","Devise schemes, programs and opportunities to encourage the youth to take scientific research and innovation as a career.","0","100"
"We will focus on the following: (cid:1) ensuring food, agricultural, nutritional and environmental, wealth, health and energy security of the people on a sustainable basis, using science and technology. (cid:1) mounting a direct and sustained effort on the alleviation of poverty, enhancing livelihood security, removal of hunger and malnutrition, reduction of drudgery and regional imbalances, both rural and urban, and generation of employment, by using scientific and technological capabilities along with our traditional knowledge pool. (cid:1) encouraging research and innovation in areas of relevance for the economy and society, particularly by promoting close and productive interaction between private and public institutions. Sectors such as agriculture (particularly soil, water management, human and animal nutrition and fisheries), water, health, education, industry, energy including renewable energy, communication and transportation would be accorded highest priority. Leveraging of technologies such as information technology, biotechnology and material sciences would be done with special importance. (cid:1) encouraging research and application to meet the challenges of climate change and for forecasting, prevention and mitigation of natural hazards, particularly floods, cyclones, earthquakes, drought and landslides. (cid:1) promoting international science and technology cooperation towards achieving the goals of national development and security, and making it a key element of our international relations. (cid:1) devise schemes, programs and opportunities to encourage the youth to take scientific research and innovation as a career. (cid:1) provide work environment and professional opportunities in fundamental scientific research, to make research careers more appealing, so that the nation can harness the best of brains for scientific research leading to enhancing the national productivity and competitiveness and reverse brain drain. (cid:1) build world class, regional centres of excellence of scientific research in the field of nanotechnology, material sciences, thorium technology and brain research. (cid:1) create an ecosystem for multi-country and inter-disciplinary collaborative research, and establish an Intellectual Property Rights Regime which maximizes the incentive for generation and protection of intellectual property for all type of inventors. (cid:1) achieving synergy between industry and scientific research. Autonomous technology transfer organizations will be created as associate organizations of universities and national laboratories to transfer the know-how generated by them to industry. Industry will be encouraged to adopt or support educational and research institutions to help direct science and technology endeavours towards tangible industrial goals. (cid:1) promotion of innovation by creating a comprehensive national system of innovation. (cid:1) indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation (cid:1) to promote science popularization schemes extensively. (cid:1) bring the changes in secondary education to focus on application of science. (cid:1) set an institute of Big data and Analytics for studying the impact of big data across sectors for 35","Provide work environment and professional opportunities in fundamental scientific research, to make research careers more appealing, so that the nation can harness the best of brains for scientific research leading to enhancing the national productivity and competitiveness and reverse brain drain.","0","100"
"We will focus on the following: (cid:1) ensuring food, agricultural, nutritional and environmental, wealth, health and energy security of the people on a sustainable basis, using science and technology. (cid:1) mounting a direct and sustained effort on the alleviation of poverty, enhancing livelihood security, removal of hunger and malnutrition, reduction of drudgery and regional imbalances, both rural and urban, and generation of employment, by using scientific and technological capabilities along with our traditional knowledge pool. (cid:1) encouraging research and innovation in areas of relevance for the economy and society, particularly by promoting close and productive interaction between private and public institutions. Sectors such as agriculture (particularly soil, water management, human and animal nutrition and fisheries), water, health, education, industry, energy including renewable energy, communication and transportation would be accorded highest priority. Leveraging of technologies such as information technology, biotechnology and material sciences would be done with special importance. (cid:1) encouraging research and application to meet the challenges of climate change and for forecasting, prevention and mitigation of natural hazards, particularly floods, cyclones, earthquakes, drought and landslides. (cid:1) promoting international science and technology cooperation towards achieving the goals of national development and security, and making it a key element of our international relations. (cid:1) devise schemes, programs and opportunities to encourage the youth to take scientific research and innovation as a career. (cid:1) provide work environment and professional opportunities in fundamental scientific research, to make research careers more appealing, so that the nation can harness the best of brains for scientific research leading to enhancing the national productivity and competitiveness and reverse brain drain. (cid:1) build world class, regional centres of excellence of scientific research in the field of nanotechnology, material sciences, thorium technology and brain research. (cid:1) create an ecosystem for multi-country and inter-disciplinary collaborative research, and establish an Intellectual Property Rights Regime which maximizes the incentive for generation and protection of intellectual property for all type of inventors. (cid:1) achieving synergy between industry and scientific research. Autonomous technology transfer organizations will be created as associate organizations of universities and national laboratories to transfer the know-how generated by them to industry. Industry will be encouraged to adopt or support educational and research institutions to help direct science and technology endeavours towards tangible industrial goals. (cid:1) promotion of innovation by creating a comprehensive national system of innovation. (cid:1) indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation (cid:1) to promote science popularization schemes extensively. (cid:1) bring the changes in secondary education to focus on application of science. (cid:1) set an institute of Big data and Analytics for studying the impact of big data across sectors for 35","Build world class, regional centres of excellence of scientific research in the field of nanotechnology, material sciences, thorium technology and brain research. Create an ecosystem for multi-country and inter- disciplinary collaborative research, and establish an Intellectual Property Rights Regime which maximizes the incentive for generation and protection of intellectual property for all type of inventors.","2","100"
"We will focus on the following: (cid:1) ensuring food, agricultural, nutritional and environmental, wealth, health and energy security of the people on a sustainable basis, using science and technology. (cid:1) mounting a direct and sustained effort on the alleviation of poverty, enhancing livelihood security, removal of hunger and malnutrition, reduction of drudgery and regional imbalances, both rural and urban, and generation of employment, by using scientific and technological capabilities along with our traditional knowledge pool. (cid:1) encouraging research and innovation in areas of relevance for the economy and society, particularly by promoting close and productive interaction between private and public institutions. Sectors such as agriculture (particularly soil, water management, human and animal nutrition and fisheries), water, health, education, industry, energy including renewable energy, communication and transportation would be accorded highest priority. Leveraging of technologies such as information technology, biotechnology and material sciences would be done with special importance. (cid:1) encouraging research and application to meet the challenges of climate change and for forecasting, prevention and mitigation of natural hazards, particularly floods, cyclones, earthquakes, drought and landslides. (cid:1) promoting international science and technology cooperation towards achieving the goals of national development and security, and making it a key element of our international relations. (cid:1) devise schemes, programs and opportunities to encourage the youth to take scientific research and innovation as a career. (cid:1) provide work environment and professional opportunities in fundamental scientific research, to make research careers more appealing, so that the nation can harness the best of brains for scientific research leading to enhancing the national productivity and competitiveness and reverse brain drain. (cid:1) build world class, regional centres of excellence of scientific research in the field of nanotechnology, material sciences, thorium technology and brain research. (cid:1) create an ecosystem for multi-country and inter-disciplinary collaborative research, and establish an Intellectual Property Rights Regime which maximizes the incentive for generation and protection of intellectual property for all type of inventors. (cid:1) achieving synergy between industry and scientific research. Autonomous technology transfer organizations will be created as associate organizations of universities and national laboratories to transfer the know-how generated by them to industry. Industry will be encouraged to adopt or support educational and research institutions to help direct science and technology endeavours towards tangible industrial goals. (cid:1) promotion of innovation by creating a comprehensive national system of innovation. (cid:1) indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation (cid:1) to promote science popularization schemes extensively. (cid:1) bring the changes in secondary education to focus on application of science. (cid:1) set an institute of Big data and Analytics for studying the impact of big data across sectors for 35","Achieving synergy between industry and scientific research. Autonomous technology transfer organizations will be created as associate organizations of universities and national laboratories to transfer the know-how generated by them to industry. Industry will be encouraged to adopt or support educational and research institutions to help direct science and technology endeavours towards tangible industrial goals.","0","100"
"We will focus on the following: (cid:1) ensuring food, agricultural, nutritional and environmental, wealth, health and energy security of the people on a sustainable basis, using science and technology. (cid:1) mounting a direct and sustained effort on the alleviation of poverty, enhancing livelihood security, removal of hunger and malnutrition, reduction of drudgery and regional imbalances, both rural and urban, and generation of employment, by using scientific and technological capabilities along with our traditional knowledge pool. (cid:1) encouraging research and innovation in areas of relevance for the economy and society, particularly by promoting close and productive interaction between private and public institutions. Sectors such as agriculture (particularly soil, water management, human and animal nutrition and fisheries), water, health, education, industry, energy including renewable energy, communication and transportation would be accorded highest priority. Leveraging of technologies such as information technology, biotechnology and material sciences would be done with special importance. (cid:1) encouraging research and application to meet the challenges of climate change and for forecasting, prevention and mitigation of natural hazards, particularly floods, cyclones, earthquakes, drought and landslides. (cid:1) promoting international science and technology cooperation towards achieving the goals of national development and security, and making it a key element of our international relations. (cid:1) devise schemes, programs and opportunities to encourage the youth to take scientific research and innovation as a career. (cid:1) provide work environment and professional opportunities in fundamental scientific research, to make research careers more appealing, so that the nation can harness the best of brains for scientific research leading to enhancing the national productivity and competitiveness and reverse brain drain. (cid:1) build world class, regional centres of excellence of scientific research in the field of nanotechnology, material sciences, thorium technology and brain research. (cid:1) create an ecosystem for multi-country and inter-disciplinary collaborative research, and establish an Intellectual Property Rights Regime which maximizes the incentive for generation and protection of intellectual property for all type of inventors. (cid:1) achieving synergy between industry and scientific research. Autonomous technology transfer organizations will be created as associate organizations of universities and national laboratories to transfer the know-how generated by them to industry. Industry will be encouraged to adopt or support educational and research institutions to help direct science and technology endeavours towards tangible industrial goals. (cid:1) promotion of innovation by creating a comprehensive national system of innovation. (cid:1) indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation (cid:1) to promote science popularization schemes extensively. (cid:1) bring the changes in secondary education to focus on application of science. (cid:1) set an institute of Big data and Analytics for studying the impact of big data across sectors for 35","Promotion of innovation by creating a comprehensive national system of innovation.","2","100"
"We will focus on the following: (cid:1) ensuring food, agricultural, nutritional and environmental, wealth, health and energy security of the people on a sustainable basis, using science and technology. (cid:1) mounting a direct and sustained effort on the alleviation of poverty, enhancing livelihood security, removal of hunger and malnutrition, reduction of drudgery and regional imbalances, both rural and urban, and generation of employment, by using scientific and technological capabilities along with our traditional knowledge pool. (cid:1) encouraging research and innovation in areas of relevance for the economy and society, particularly by promoting close and productive interaction between private and public institutions. Sectors such as agriculture (particularly soil, water management, human and animal nutrition and fisheries), water, health, education, industry, energy including renewable energy, communication and transportation would be accorded highest priority. Leveraging of technologies such as information technology, biotechnology and material sciences would be done with special importance. (cid:1) encouraging research and application to meet the challenges of climate change and for forecasting, prevention and mitigation of natural hazards, particularly floods, cyclones, earthquakes, drought and landslides. (cid:1) promoting international science and technology cooperation towards achieving the goals of national development and security, and making it a key element of our international relations. (cid:1) devise schemes, programs and opportunities to encourage the youth to take scientific research and innovation as a career. (cid:1) provide work environment and professional opportunities in fundamental scientific research, to make research careers more appealing, so that the nation can harness the best of brains for scientific research leading to enhancing the national productivity and competitiveness and reverse brain drain. (cid:1) build world class, regional centres of excellence of scientific research in the field of nanotechnology, material sciences, thorium technology and brain research. (cid:1) create an ecosystem for multi-country and inter-disciplinary collaborative research, and establish an Intellectual Property Rights Regime which maximizes the incentive for generation and protection of intellectual property for all type of inventors. (cid:1) achieving synergy between industry and scientific research. Autonomous technology transfer organizations will be created as associate organizations of universities and national laboratories to transfer the know-how generated by them to industry. Industry will be encouraged to adopt or support educational and research institutions to help direct science and technology endeavours towards tangible industrial goals. (cid:1) promotion of innovation by creating a comprehensive national system of innovation. (cid:1) indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation (cid:1) to promote science popularization schemes extensively. (cid:1) bring the changes in secondary education to focus on application of science. (cid:1) set an institute of Big data and Analytics for studying the impact of big data across sectors for 35","Indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation","0","100"
"We will focus on the following: (cid:1) ensuring food, agricultural, nutritional and environmental, wealth, health and energy security of the people on a sustainable basis, using science and technology. (cid:1) mounting a direct and sustained effort on the alleviation of poverty, enhancing livelihood security, removal of hunger and malnutrition, reduction of drudgery and regional imbalances, both rural and urban, and generation of employment, by using scientific and technological capabilities along with our traditional knowledge pool. (cid:1) encouraging research and innovation in areas of relevance for the economy and society, particularly by promoting close and productive interaction between private and public institutions. Sectors such as agriculture (particularly soil, water management, human and animal nutrition and fisheries), water, health, education, industry, energy including renewable energy, communication and transportation would be accorded highest priority. Leveraging of technologies such as information technology, biotechnology and material sciences would be done with special importance. (cid:1) encouraging research and application to meet the challenges of climate change and for forecasting, prevention and mitigation of natural hazards, particularly floods, cyclones, earthquakes, drought and landslides. (cid:1) promoting international science and technology cooperation towards achieving the goals of national development and security, and making it a key element of our international relations. (cid:1) devise schemes, programs and opportunities to encourage the youth to take scientific research and innovation as a career. (cid:1) provide work environment and professional opportunities in fundamental scientific research, to make research careers more appealing, so that the nation can harness the best of brains for scientific research leading to enhancing the national productivity and competitiveness and reverse brain drain. (cid:1) build world class, regional centres of excellence of scientific research in the field of nanotechnology, material sciences, thorium technology and brain research. (cid:1) create an ecosystem for multi-country and inter-disciplinary collaborative research, and establish an Intellectual Property Rights Regime which maximizes the incentive for generation and protection of intellectual property for all type of inventors. (cid:1) achieving synergy between industry and scientific research. Autonomous technology transfer organizations will be created as associate organizations of universities and national laboratories to transfer the know-how generated by them to industry. Industry will be encouraged to adopt or support educational and research institutions to help direct science and technology endeavours towards tangible industrial goals. (cid:1) promotion of innovation by creating a comprehensive national system of innovation. (cid:1) indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation (cid:1) to promote science popularization schemes extensively. (cid:1) bring the changes in secondary education to focus on application of science. (cid:1) set an institute of Big data and Analytics for studying the impact of big data across sectors for 35","To promote science popularization schemes extensively. Bring the changes in secondary education to focus on application of science.","2","100"
"We will focus on the following: (cid:1) ensuring food, agricultural, nutritional and environmental, wealth, health and energy security of the people on a sustainable basis, using science and technology. (cid:1) mounting a direct and sustained effort on the alleviation of poverty, enhancing livelihood security, removal of hunger and malnutrition, reduction of drudgery and regional imbalances, both rural and urban, and generation of employment, by using scientific and technological capabilities along with our traditional knowledge pool. (cid:1) encouraging research and innovation in areas of relevance for the economy and society, particularly by promoting close and productive interaction between private and public institutions. Sectors such as agriculture (particularly soil, water management, human and animal nutrition and fisheries), water, health, education, industry, energy including renewable energy, communication and transportation would be accorded highest priority. Leveraging of technologies such as information technology, biotechnology and material sciences would be done with special importance. (cid:1) encouraging research and application to meet the challenges of climate change and for forecasting, prevention and mitigation of natural hazards, particularly floods, cyclones, earthquakes, drought and landslides. (cid:1) promoting international science and technology cooperation towards achieving the goals of national development and security, and making it a key element of our international relations. (cid:1) devise schemes, programs and opportunities to encourage the youth to take scientific research and innovation as a career. (cid:1) provide work environment and professional opportunities in fundamental scientific research, to make research careers more appealing, so that the nation can harness the best of brains for scientific research leading to enhancing the national productivity and competitiveness and reverse brain drain. (cid:1) build world class, regional centres of excellence of scientific research in the field of nanotechnology, material sciences, thorium technology and brain research. (cid:1) create an ecosystem for multi-country and inter-disciplinary collaborative research, and establish an Intellectual Property Rights Regime which maximizes the incentive for generation and protection of intellectual property for all type of inventors. (cid:1) achieving synergy between industry and scientific research. Autonomous technology transfer organizations will be created as associate organizations of universities and national laboratories to transfer the know-how generated by them to industry. Industry will be encouraged to adopt or support educational and research institutions to help direct science and technology endeavours towards tangible industrial goals. (cid:1) promotion of innovation by creating a comprehensive national system of innovation. (cid:1) indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation (cid:1) to promote science popularization schemes extensively. (cid:1) bring the changes in secondary education to focus on application of science. (cid:1) set an institute of Big data and Analytics for studying the impact of big data across sectors for 35","Set an institute of Big data and Analytics for studying the impact of big data across sectors","2","100"
"We will focus on the following: (cid:1) ensuring food, agricultural, nutritional and environmental, wealth, health and energy security of the people on a sustainable basis, using science and technology. (cid:1) mounting a direct and sustained effort on the alleviation of poverty, enhancing livelihood security, removal of hunger and malnutrition, reduction of drudgery and regional imbalances, both rural and urban, and generation of employment, by using scientific and technological capabilities along with our traditional knowledge pool. (cid:1) encouraging research and innovation in areas of relevance for the economy and society, particularly by promoting close and productive interaction between private and public institutions. Sectors such as agriculture (particularly soil, water management, human and animal nutrition and fisheries), water, health, education, industry, energy including renewable energy, communication and transportation would be accorded highest priority. Leveraging of technologies such as information technology, biotechnology and material sciences would be done with special importance. (cid:1) encouraging research and application to meet the challenges of climate change and for forecasting, prevention and mitigation of natural hazards, particularly floods, cyclones, earthquakes, drought and landslides. (cid:1) promoting international science and technology cooperation towards achieving the goals of national development and security, and making it a key element of our international relations. (cid:1) devise schemes, programs and opportunities to encourage the youth to take scientific research and innovation as a career. (cid:1) provide work environment and professional opportunities in fundamental scientific research, to make research careers more appealing, so that the nation can harness the best of brains for scientific research leading to enhancing the national productivity and competitiveness and reverse brain drain. (cid:1) build world class, regional centres of excellence of scientific research in the field of nanotechnology, material sciences, thorium technology and brain research. (cid:1) create an ecosystem for multi-country and inter-disciplinary collaborative research, and establish an Intellectual Property Rights Regime which maximizes the incentive for generation and protection of intellectual property for all type of inventors. (cid:1) achieving synergy between industry and scientific research. Autonomous technology transfer organizations will be created as associate organizations of universities and national laboratories to transfer the know-how generated by them to industry. Industry will be encouraged to adopt or support educational and research institutions to help direct science and technology endeavours towards tangible industrial goals. (cid:1) promotion of innovation by creating a comprehensive national system of innovation. (cid:1) indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation (cid:1) to promote science popularization schemes extensively. (cid:1) bring the changes in secondary education to focus on application of science. (cid:1) set an institute of Big data and Analytics for studying the impact of big data across sectors for 35","Establish institutes of Technology for Rural Development.","0","89"
"We will focus on the following: (cid:1) ensuring food, agricultural, nutritional and environmental, wealth, health and energy security of the people on a sustainable basis, using science and technology. (cid:1) mounting a direct and sustained effort on the alleviation of poverty, enhancing livelihood security, removal of hunger and malnutrition, reduction of drudgery and regional imbalances, both rural and urban, and generation of employment, by using scientific and technological capabilities along with our traditional knowledge pool. (cid:1) encouraging research and innovation in areas of relevance for the economy and society, particularly by promoting close and productive interaction between private and public institutions. Sectors such as agriculture (particularly soil, water management, human and animal nutrition and fisheries), water, health, education, industry, energy including renewable energy, communication and transportation would be accorded highest priority. Leveraging of technologies such as information technology, biotechnology and material sciences would be done with special importance. (cid:1) encouraging research and application to meet the challenges of climate change and for forecasting, prevention and mitigation of natural hazards, particularly floods, cyclones, earthquakes, drought and landslides. (cid:1) promoting international science and technology cooperation towards achieving the goals of national development and security, and making it a key element of our international relations. (cid:1) devise schemes, programs and opportunities to encourage the youth to take scientific research and innovation as a career. (cid:1) provide work environment and professional opportunities in fundamental scientific research, to make research careers more appealing, so that the nation can harness the best of brains for scientific research leading to enhancing the national productivity and competitiveness and reverse brain drain. (cid:1) build world class, regional centres of excellence of scientific research in the field of nanotechnology, material sciences, thorium technology and brain research. (cid:1) create an ecosystem for multi-country and inter-disciplinary collaborative research, and establish an Intellectual Property Rights Regime which maximizes the incentive for generation and protection of intellectual property for all type of inventors. (cid:1) achieving synergy between industry and scientific research. Autonomous technology transfer organizations will be created as associate organizations of universities and national laboratories to transfer the know-how generated by them to industry. Industry will be encouraged to adopt or support educational and research institutions to help direct science and technology endeavours towards tangible industrial goals. (cid:1) promotion of innovation by creating a comprehensive national system of innovation. (cid:1) indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation (cid:1) to promote science popularization schemes extensively. (cid:1) bring the changes in secondary education to focus on application of science. (cid:1) set an institute of Big data and Analytics for studying the impact of big data across sectors for 35","Promote research and application of nuclear science in medicines, industry and agriculture.","1","88"
"We will: (cid:1) Encourage Cleaner production. (cid:1) Cleaner fuels will be promoted so as to bring down the pollution levels particularly in the cities. (cid:1) The concept of pro-active 'Carbon Credit' will be promoted. (cid:1) Ecological Audit of projects and pollution indexing of cities and townships will be done on scientific basis. (cid:1) Pollution control mechanisms will be set up on priority basis. (cid:1) In addition to protecting the existing forests and wildlife reserves, the wastelands of the country will be used for social forestry. (cid:1) Guidelines for Green buildings and energy efficient work places will be brought out. (cid:1) R&D and Human Resource Development in Environment Technology will be promoted. (cid:1) Set up fool proof mechanisms for protection and preservation of wild life. (cid:1) Encourage citizen's participation in reforestation, agro-forestry and social forestry, through targeted programmes. (cid:1) Encourage and incentivize innovative garbage disposal and waste management practices, especially recycling techniques. The Himalayas BJP is committed to serious endeavors for creating a global awareness regarding the conservation of 36","Encourage Cleaner production.","0","100"
"We will: (cid:1) Encourage Cleaner production. (cid:1) Cleaner fuels will be promoted so as to bring down the pollution levels particularly in the cities. (cid:1) The concept of pro-active 'Carbon Credit' will be promoted. (cid:1) Ecological Audit of projects and pollution indexing of cities and townships will be done on scientific basis. (cid:1) Pollution control mechanisms will be set up on priority basis. (cid:1) In addition to protecting the existing forests and wildlife reserves, the wastelands of the country will be used for social forestry. (cid:1) Guidelines for Green buildings and energy efficient work places will be brought out. (cid:1) R&D and Human Resource Development in Environment Technology will be promoted. (cid:1) Set up fool proof mechanisms for protection and preservation of wild life. (cid:1) Encourage citizen's participation in reforestation, agro-forestry and social forestry, through targeted programmes. (cid:1) Encourage and incentivize innovative garbage disposal and waste management practices, especially recycling techniques. The Himalayas BJP is committed to serious endeavors for creating a global awareness regarding the conservation of 36","Cleaner fuels will be promoted so as to bring down the pollution levels particularly in the cities.","0","100"
"We will: (cid:1) Encourage Cleaner production. (cid:1) Cleaner fuels will be promoted so as to bring down the pollution levels particularly in the cities. (cid:1) The concept of pro-active 'Carbon Credit' will be promoted. (cid:1) Ecological Audit of projects and pollution indexing of cities and townships will be done on scientific basis. (cid:1) Pollution control mechanisms will be set up on priority basis. (cid:1) In addition to protecting the existing forests and wildlife reserves, the wastelands of the country will be used for social forestry. (cid:1) Guidelines for Green buildings and energy efficient work places will be brought out. (cid:1) R&D and Human Resource Development in Environment Technology will be promoted. (cid:1) Set up fool proof mechanisms for protection and preservation of wild life. (cid:1) Encourage citizen's participation in reforestation, agro-forestry and social forestry, through targeted programmes. (cid:1) Encourage and incentivize innovative garbage disposal and waste management practices, especially recycling techniques. The Himalayas BJP is committed to serious endeavors for creating a global awareness regarding the conservation of 36","The concept of pro-active 'Carbon Credit' will be promoted.","0","100"
"We will: (cid:1) Encourage Cleaner production. (cid:1) Cleaner fuels will be promoted so as to bring down the pollution levels particularly in the cities. (cid:1) The concept of pro-active 'Carbon Credit' will be promoted. (cid:1) Ecological Audit of projects and pollution indexing of cities and townships will be done on scientific basis. (cid:1) Pollution control mechanisms will be set up on priority basis. (cid:1) In addition to protecting the existing forests and wildlife reserves, the wastelands of the country will be used for social forestry. (cid:1) Guidelines for Green buildings and energy efficient work places will be brought out. (cid:1) R&D and Human Resource Development in Environment Technology will be promoted. (cid:1) Set up fool proof mechanisms for protection and preservation of wild life. (cid:1) Encourage citizen's participation in reforestation, agro-forestry and social forestry, through targeted programmes. (cid:1) Encourage and incentivize innovative garbage disposal and waste management practices, especially recycling techniques. The Himalayas BJP is committed to serious endeavors for creating a global awareness regarding the conservation of 36","Ecological Audit of projects and pollution indexing of cities and townships will be done on scientific basis. Pollution control mechanisms will be set up on priority basis.","0","100"
"We will: (cid:1) Encourage Cleaner production. (cid:1) Cleaner fuels will be promoted so as to bring down the pollution levels particularly in the cities. (cid:1) The concept of pro-active 'Carbon Credit' will be promoted. (cid:1) Ecological Audit of projects and pollution indexing of cities and townships will be done on scientific basis. (cid:1) Pollution control mechanisms will be set up on priority basis. (cid:1) In addition to protecting the existing forests and wildlife reserves, the wastelands of the country will be used for social forestry. (cid:1) Guidelines for Green buildings and energy efficient work places will be brought out. (cid:1) R&D and Human Resource Development in Environment Technology will be promoted. (cid:1) Set up fool proof mechanisms for protection and preservation of wild life. (cid:1) Encourage citizen's participation in reforestation, agro-forestry and social forestry, through targeted programmes. (cid:1) Encourage and incentivize innovative garbage disposal and waste management practices, especially recycling techniques. The Himalayas BJP is committed to serious endeavors for creating a global awareness regarding the conservation of 36","In addition to protecting the existing forests and wildlife reserves, the wastelands of the country will be used for social forestry.","0","100"
